trials,target,flanker,type,correct,congruency,faces
50,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF07/WF07_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF13/WF13_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF04/WF04_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF11/WF11_HC.bmp,exp,p,c,WF
51,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF12/WF12_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF07/WF07_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF05/WF05_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF04/WF04_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_NC.bmp,exp,q,c,WF
52,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF15/BF15_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF10/BF10_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF08/BF08_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF02/BF02_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF13/BF13_NC.bmp,exp,p,i,BF
53,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF02/WF02_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF04/WF04_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF07/WF07_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF15/WF15_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_NC.bmp,exp,q,c,WF
54,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF09/BF09_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF11/BF11_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF15/BF15_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF06/BF06_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF02/BF02_HC.bmp,exp,q,i,BF
55,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF03/WF03_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF12/WF12_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF10/WF10_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF02/WF02_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF14/WF14_NC.bmp,exp,p,i,WF
56,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF13/BF13_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF10/BF10_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF05/BF05_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF09/BF09_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF04/BF04_HC.bmp,exp,p,c,BF
57,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF12/BF12_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF11/BF11_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF14/BF14_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF02/BF02_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF05/BF05_NC.bmp,exp,q,c,BF
58,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF15/WF15_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF02/WF02_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF03/WF03_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF06/WF06_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF09/WF09_HC.bmp,exp,q,i,WF
59,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF05/WF05_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF04/WF04_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF15/WF15_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF09/WF09_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF12/WF12_HC.bmp,exp,p,c,WF
60,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF10/WF10_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF09/WF09_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF14/WF14_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF04/WF04_NC.bmp,exp,p,i,WF
61,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF14/WF14_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF10/WF10_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF11/WF11_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF04/WF04_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF05/WF05_HC.bmp,exp,q,i,WF
62,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF15/BF15_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF12/BF12_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF05/BF05_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF14/BF14_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF09/BF09_NC.bmp,exp,q,c,BF
63,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF12/WF12_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF09/WF09_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF06/WF06_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF14/WF14_NC.bmp,exp,p,i,WF
64,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF10/WF10_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF02/WF02_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF11/WF11_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF13/WF13_HC.bmp,exp,q,i,WF
65,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF10/WF10_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF07/WF07_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF11/WF11_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF13/WF13_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF03/WF03_NC.bmp,exp,q,c,WF
66,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF03/BF03_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF14/BF14_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF09/BF09_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF10/BF10_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF15/BF15_NC.bmp,exp,p,i,BF
67,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF10/BF10_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF05/BF05_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF09/BF09_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF04/BF04_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF11/BF11_HC.bmp,exp,p,c,BF
68,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF11/WF11_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF06/WF06_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF02/WF02_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF12/WF12_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF04/WF04_NC.bmp,exp,q,c,WF
69,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF14/BF14_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF10/BF10_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF08/BF08_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF07/BF07_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF02/BF02_NC.bmp,exp,p,i,BF
70,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF12/WF12_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF02/WF02_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF11/WF11_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF03/WF03_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF15/WF15_HC.bmp,exp,p,c,WF
71,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF15/WF15_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF03/WF03_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF12/WF12_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF10/WF10_HC.bmp,exp,q,i,WF
72,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF06/WF06_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF15/WF15_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF02/WF02_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF03/WF03_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF11/WF11_NC.bmp,exp,q,c,WF
73,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF15/WF15_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF11/WF11_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF03/WF03_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF04/WF04_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF14/WF14_NC.bmp,exp,p,i,WF
74,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF02/WF02_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF03/WF03_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF14/WF14_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF12/WF12_NC.bmp,exp,q,c,WF
75,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF06/WF06_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF13/WF13_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF12/WF12_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF05/WF05_HC.bmp,exp,q,i,WF
76,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF09/WF09_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF11/WF11_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF06/WF06_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF15/WF15_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF10/WF10_NC.bmp,exp,q,c,WF
77,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF03/WF03_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF14/WF14_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF15/WF15_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF11/WF11_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF06/WF06_NC.bmp,exp,p,i,WF
78,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF06/BF06_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF13/BF13_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF10/BF10_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF07/BF07_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF04/BF04_HC.bmp,exp,p,c,BF
79,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF13/BF13_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF15/BF15_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF07/BF07_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF02/BF02_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF11/BF11_HC.bmp,exp,p,c,BF
80,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF10/BF10_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF07/BF07_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF08/BF08_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF04/BF04_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF09/BF09_HC.bmp,exp,q,i,BF
81,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF11/BF11_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF06/BF06_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF10/BF10_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF03/BF03_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF09/BF09_NC.bmp,exp,q,c,BF
82,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF02/BF02_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF10/BF10_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF05/BF05_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF09/BF09_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF11/BF11_NC.bmp,exp,p,i,BF
83,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF05/BF05_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF08/BF08_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF09/BF09_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF03/BF03_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF14/BF14_NC.bmp,exp,q,c,BF
84,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF03/WF03_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF15/WF15_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF14/WF14_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF12/WF12_HC.bmp,exp,q,i,WF
85,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF08/BF08_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF15/BF15_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF12/BF12_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF07/BF07_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF05/BF05_NC.bmp,exp,p,i,BF
86,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF13/BF13_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF11/BF11_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF07/BF07_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF08/BF08_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF06/BF06_NC.bmp,exp,q,c,BF
87,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF15/WF15_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF05/WF05_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF07/WF07_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF13/WF13_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF10/WF10_NC.bmp,exp,q,c,WF
88,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF14/BF14_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF07/BF07_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF03/BF03_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF06/BF06_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF08/BF08_NC.bmp,exp,p,i,BF
89,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF07/BF07_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF10/BF10_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF13/BF13_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF03/BF03_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF11/BF11_HC.bmp,exp,q,i,BF
90,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF02/BF02_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF14/BF14_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF09/BF09_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF15/BF15_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF03/BF03_HC.bmp,exp,q,i,BF
91,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF07/BF07_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF15/BF15_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF11/BF11_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF05/BF05_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF08/BF08_HC.bmp,exp,p,c,BF
92,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF14/BF14_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF12/BF12_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF10/BF10_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF03/BF03_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF09/BF09_HC.bmp,exp,p,c,BF
93,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF03/BF03_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF13/BF13_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF09/BF09_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF11/BF11_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF07/BF07_HC.bmp,exp,q,i,BF
94,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF05/BF05_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF07/BF07_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF14/BF14_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF02/BF02_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF06/BF06_NC.bmp,exp,p,i,BF
95,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF13/WF13_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF06/WF06_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF15/WF15_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF14/WF14_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF12/WF12_NC.bmp,exp,q,c,WF
96,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF03/BF03_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF06/BF06_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF09/BF09_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF05/BF05_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF04/BF04_NC.bmp,exp,p,i,BF
97,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF05/BF05_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF15/BF15_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF12/BF12_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF03/BF03_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF13/BF13_HC.bmp,exp,p,c,BF
98,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF04/BF04_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF06/BF06_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF07/BF07_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF10/BF10_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF05/BF05_HC.bmp,exp,p,c,BF
99,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF04/WF04_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF05/WF05_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF07/WF07_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF13/WF13_NC.bmp,exp,q,c,WF
100,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF06/BF06_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF07/BF07_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF10/BF10_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF14/BF14_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF09/BF09_NC.bmp,exp,p,i,BF
101,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF12/WF12_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF05/WF05_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF10/WF10_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF02/WF02_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF14/WF14_HC.bmp,exp,p,c,WF
102,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF11/BF11_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF05/BF05_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF03/BF03_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF09/BF09_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF12/BF12_NC.bmp,exp,p,i,BF
103,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF07/WF07_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF14/WF14_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF02/WF02_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF06/WF06_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_HC.bmp,exp,q,i,WF
104,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF09/WF09_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF13/WF13_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF07/WF07_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF02/WF02_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF05/WF05_HC.bmp,exp,p,c,WF
105,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF02/BF02_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF04/BF04_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF11/BF11_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF08/BF08_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF09/BF09_NC.bmp,exp,p,i,BF
106,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF05/WF05_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF13/WF13_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF12/WF12_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF09/WF09_NC.bmp,exp,p,i,WF
